First,Last,Action,Event ID,Event Name,Ticket Quantity,Ticket Type
Lucas,Esquivel,Purchase,109,UTEP Miners vs. New Mexico (Basketball),4,GA
Carlos,Rappa,Purchase,25,UTEP Basketball 12,1,Silver
Ursela,Mermaid,Purchase,114,Shakira World Tour 2026,1,VIP
Eloy,Perez Quinones,Purchase,92,UTEP Miners vs. SMU (Football),6,VIP
Daniel,Morales,Purchase,33,UTEP Basketball 20,2,Silver
Raphael,Romero,Purchase,96,UTEP Miner Pride Week,4,Gold
Aladdin,Disney,Purchase,57,Taylor Swift Live,2,Gold
JohnMichael,Betancourt,Purchase,16,UTEP Basketball 3,2,GA
Russel,Westbrook,Purchase,41,UTEP Basketball 28,2,Gold
Miguel,Renteria,Purchase,90,UTEP Cultural Arts Festival,4,Gold
Daniel,Cardenas,Purchase,57,Taylor Swift Live,6,GA
Evelyn,Fang,Purchase,103,Maná México Lindo Tour,6,Gold
Pablo,Escobar,Purchase,86,Los Ángeles Azules en Concierto,2,GA
Pluto,Disney,Purchase,109,UTEP Miners vs. New Mexico (Basketball),2,GA
Cinderella,Disney,Purchase,99,Ed Sheeran Mathematics Tour,4,GA
Isaiah,Johnson,Purchase,18,UTEP Basketball 5,2,VIP
Eloy,Perez Quinones,Purchase,120,Miner Philharmonic Strings,1,Bronze
Eugenio,Fernandez,Purchase,100,UTEP Miner Cook-Off,1,VIP
Henry,Ng,Purchase,77,UTEP Symphony Spring Concert,5,Bronze
Evelyn,Fang,Purchase,120,Miner Philharmonic Strings,4,Bronze
Evelyn,Fang,Purchase,8,UTEP Football 8,6,Bronze
Juan,Reyes,Purchase,26,UTEP Basketball 13,3,Gold
Abigail,Galarza,Purchase,56,UTEP Wind Symphony 12,1,Bronze
Chip,Disney,Purchase,72,UTEP Commencement 3,3,Gold
David,Bai,Purchase,25,UTEP Basketball 12,3,VIP
Daniel,Mejia,Purchase,8,UTEP Football 8,1,Silver
Daniel,Cardenas,Purchase,12,UTEP Football 12,4,Bronze
Donald,Duck,Purchase,40,UTEP Basketball 27,6,Silver
Isai,Nino Morales,Purchase,1,UTEP Football 1,4,VIP
Luis,Zepeda-Rodriguez,Purchase,102,UTEP Spring Carnival,2,VIP
Daniel,Mejia,Purchase,10,UTEP Football 10,3,GA
Russel,Westbrook,Purchase,56,UTEP Wind Symphony 12,6,VIP
Belle,Disney,Purchase,100,UTEP Miner Cook-Off,6,Gold
Luis,Miguel,Purchase,27,UTEP Basketball 14,2,Silver
Emmanuel,Barraza-Villa,Purchase,108,Miner Summer Bash,3,Gold
Patty,Martinez,Purchase,45,UTEP Wind Symphony 1,4,Silver
Gael,Argumedo,Purchase,121,Miner Holiday Market,4,GA
Daniel,Montellano Pinon,Purchase,67,ACL,5,GA
Stitch,Disney,Purchase,120,Miner Philharmonic Strings,6,Bronze
Miranda,Macias,Purchase,29,UTEP Basketball 16,2,Silver
Shere,Khan,Purchase,44,UTEP Basketball 31,4,Silver
Alondra,Gonzalez,Purchase,52,UTEP Wind Symphony 8,6,GA
Brian,Casio Iracheta,Purchase,1,UTEP Football 1,6,Gold
Avery,Whittman,Purchase,91,Bruno Mars 24K Magic Live,4,Bronze
Isabela,Gaytan,Purchase,88,Coldplay: Viva La Vida Tour,1,VIP
Sports,Fan,Purchase,75,EDC,4,Bronze
Malachi,Rosas,Purchase,78,UTEP Miners vs. NMSU Aggies (Football),5,Bronze
Random,Name,Purchase,102,UTEP Spring Carnival,4,Bronze
Ana,Rodriguez,Purchase,16,UTEP Basketball 3,2,Gold
Daniel,Morales,Purchase,107,The Weeknd: After Hours Til Dawn Tour,2,Silver
Maurizio,Gonzalez,Purchase,118,UTEP Tech Expo,4,Gold
Martha,Rios-Lozano,Purchase,113,UTEP Miners vs. UAB (Football),2,Bronze
Michael,Close,Purchase,99,Ed Sheeran Mathematics Tour,6,VIP
Water,Bottle,Purchase,84,Miner Choir Holiday Gala,2,Bronze
Daniela,Molina-Najera,Purchase,105,Miner Lights Winter Fest,3,Gold
Luis,Miguel,Purchase,86,Los Ángeles Azules en Concierto,2,Bronze
Hercules,Disney,Purchase,86,Los Ángeles Azules en Concierto,3,GA
Matthieu,Enriquez,Purchase,54,UTEP Wind Symphony 10,4,GA
Daniel,Cardenas,Purchase,77,UTEP Symphony Spring Concert,3,GA
Luis,Armado,Purchase,4,UTEP Football 4,1,Silver
Estefania,Fernadez,Purchase,60,Karol G Live,1,Silver
Kid,Rock,Purchase,108,Miner Summer Bash,4,Gold
Chip,Disney,Purchase,89,UTEP Miners Volleyball vs. Rice,5,GA
Jairo,Ruvalcaba,Purchase,113,UTEP Miners vs. UAB (Football),1,GA
Draymond,Green,Purchase,104,UTEP Miners vs. Liberty (Football),6,Bronze
Pinocchio,Disney,Purchase,87,Miner Food & Brew Festival,1,Gold
Russel,Westbrook,Purchase,25,UTEP Basketball 12,1,VIP
Ana,Rodriguez,Purchase,65,Coachella 1,2,Gold
Jonus,Ronquillo,Purchase,41,UTEP Basketball 28,6,Silver
Sam,Alderete,Purchase,21,UTEP Basketball 8,6,GA
Simba,King,Purchase,110,Banda MS Tour 2026,6,GA
Eloy,Perez Quinones,Purchase,116,UTEP Miners Women’s Soccer vs. NMSU,4,Silver
Sam,Dominguez-Flores,Purchase,102,UTEP Spring Carnival,5,Bronze
Adrian,Sifuentes,Purchase,45,UTEP Wind Symphony 1,5,VIP
Sam,Alderete,Purchase,78,UTEP Miners vs. NMSU Aggies (Football),2,Bronze
Pablo,Escobar,Purchase,88,Coldplay: Viva La Vida Tour,1,Silver
Isabela,Gaytan,Purchase,117,Metallica M72 World Tour,5,GA
Luis,Carreon,Purchase,117,Metallica M72 World Tour,5,Silver
Avery,Whittman,Purchase,120,Miner Philharmonic Strings,5,Silver
Tenzin,Draduk,Purchase,116,UTEP Miners Women’s Soccer vs. NMSU,3,Gold
Arturo,Flores,Purchase,22,UTEP Basketball 9,1,VIP
Kaa,Disney,Purchase,94,Post Malone World Tour,4,Silver
Arturo,Flores,Purchase,92,UTEP Miners vs. SMU (Football),1,GA
Caelyn,Campos,Purchase,27,UTEP Basketball 14,2,Bronze
Abigail,Galarza,Purchase,77,UTEP Symphony Spring Concert,5,Gold
Minnie,Mouse,Purchase,70,UTEP Commencement 2,4,Gold
David,Bai,Purchase,74,ACL 2,6,GA
Jasmine,Disney,Purchase,22,UTEP Basketball 9,3,Bronze
Alex,Marquez,Purchase,51,UTEP Wind Symphony 7,4,Silver
Carlo,Alonso,Purchase,60,Karol G Live,1,Gold
JohnMichael,Betancourt,Purchase,51,UTEP Wind Symphony 7,6,Silver
Arturo,Flores,Purchase,15,UTEP Basketball 2,3,VIP
Fernando,Vargas,Purchase,59,Bad Bunny Live,5,Bronze
Javier,Flores De La O,Purchase,51,UTEP Wind Symphony 7,5,Gold
Denisse,Loya,Purchase,36,UTEP Basketball 23,3,Bronze
Denisse,Loya,Purchase,24,UTEP Basketball 11,5,GA
Cruella,DeVil,Purchase,3,UTEP Football 3,5,GA
Gael,Argumedo,Purchase,14,UTEP Basketball 1,5,GA
David,Bai,Purchase,34,UTEP Basketball 21,2,VIP
Captaiin,Hook,Purchase,42,UTEP Basketball 29,6,GA
Emily,Fernandez,Purchase,54,UTEP Wind Symphony 10,2,Bronze
Ridley,Dean,Purchase,45,UTEP Wind Symphony 1,1,Bronze
Jonus,Ronquillo,Purchase,50,UTEP Wind Symphony 6,5,GA
Daniela,Molina-Najera,Purchase,105,Miner Lights Winter Fest,2,VIP
Brenden,Ucol,Purchase,3,UTEP Football 3,5,Bronze
Lilo,Disney,Purchase,91,Bruno Mars 24K Magic Live,5,Gold
Simba,King,Purchase,61,RBD Live,5,Silver
Simba,King,Purchase,7,UTEP Football 7,3,VIP
Goofy,Disney,Purchase,110,Banda MS Tour 2026,6,GA
Daniel,Morales,Purchase,84,Miner Choir Holiday Gala,4,Bronze
Simba,King,Purchase,86,Los Ángeles Azules en Concierto,5,Silver
Luis,Zepeda-Rodriguez,Purchase,42,UTEP Basketball 29,4,Gold
Draymond,Green,Purchase,64,Justin Timberlake Live,4,GA
George,Lopez,Purchase,77,UTEP Symphony Spring Concert,4,Gold
Matthieu,Enriquez,Purchase,30,UTEP Basketball 17,4,Silver
Alex,Marquez,Purchase,87,Miner Food & Brew Festival,2,VIP
Patty,Martinez,Purchase,29,UTEP Basketball 16,1,VIP
Evelyn,Fang,Purchase,111,UTEP Miner Farmers Market,2,Gold
Caelyn,Campos,Purchase,46,UTEP Wind Symphony 2,4,GA
Ariel,Disney,Purchase,83,UTEP Fiesta Latina,1,GA
Water,Bottle,Purchase,100,UTEP Miner Cook-Off,6,Bronze
Lilo,Disney,Purchase,28,UTEP Basketball 15,5,VIP
Fernando,Vargas,Purchase,105,Miner Lights Winter Fest,1,Silver
Juan,Reyes,Purchase,34,UTEP Basketball 21,4,Silver
Jason,Ortiz,Purchase,111,UTEP Miner Farmers Market,4,Gold
Jairo,Ruvalcaba,Purchase,93,Miner Fest 2026,6,GA
Burger,King,Purchase,50,UTEP Wind Symphony 6,1,Silver
Jafar,Aladdin,Purchase,101,UTEP Miners vs. Western Kentucky (Basketball),4,Gold
Zachary,Carrejo,Purchase,93,Miner Fest 2026,4,VIP
Javier,Flores De La O,Purchase,30,UTEP Basketball 17,1,Silver
Scar,Lion,Purchase,76,Lollapallooza,3,Gold
Dak,Prescot,Purchase,120,Miner Philharmonic Strings,6,Bronze
Arturo,Flores,Purchase,80,UTEP Spring Music Fest,5,Gold
Lilo,Disney,Purchase,33,UTEP Basketball 20,5,Bronze
Caelyn,Campos,Purchase,109,UTEP Miners vs. New Mexico (Basketball),5,Gold
Sam,Alderete,Purchase,6,UTEP Football 6,1,VIP
Frida,Pena,Purchase,10,UTEP Football 10,3,GA
Donald,Duck,Purchase,17,UTEP Basketball 4,2,VIP
Sports,Fan,Purchase,11,UTEP Football 11,2,Gold
Daniel,Cardenas,Purchase,2,UTEP Football 2,3,GA
Caelyn,Campos,Purchase,48,UTEP Wind Symphony 4,2,VIP
Deep,Learning,Purchase,26,UTEP Basketball 13,5,Gold
James,Harden,Purchase,17,UTEP Basketball 4,5,Bronze
Fatima,Ortiz,Purchase,36,UTEP Basketball 23,4,Silver
Jasmine,Disney,Purchase,76,Lollapallooza,3,Gold
Diego,Sanchez,Purchase,17,UTEP Basketball 4,2,Bronze
Julieta,Rodriguez,Purchase,65,Coachella 1,5,Silver
Sebastian,Marquez,Purchase,80,UTEP Spring Music Fest,4,Bronze
Daniel,Morales,Purchase,23,UTEP Basketball 10,1,GA
Prince,Eric,Purchase,8,UTEP Football 8,2,Bronze
Aladdin,Disney,Purchase,12,UTEP Football 12,1,Silver
Brenden,Ucol,Purchase,46,UTEP Wind Symphony 2,4,VIP
Brenden,Ucol,Purchase,13,UTEP Football 13,5,Gold
First,Last,Purchase,89,UTEP Miners Volleyball vs. Rice,3,Bronze
Miguel,Renteria,Purchase,23,UTEP Basketball 10,3,Gold
Alondra,Gonzalez,Purchase,38,UTEP Basketball 25,2,Bronze
Kevin,Ayala Vilchis,Purchase,30,UTEP Basketball 17,5,Gold
Quasimodo,Disney,Purchase,50,UTEP Wind Symphony 6,1,Silver
JohnMichael,Betancourt,Purchase,22,UTEP Basketball 9,5,Bronze
Evil,Queen,Purchase,22,UTEP Basketball 9,1,GA
Mulan,Disney,Purchase,104,UTEP Miners vs. Liberty (Football),1,Silver
Emilio,Rojero,Purchase,5,UTEP Football 5,5,GA
Water,Bottle,Purchase,64,Justin Timberlake Live,4,Gold
Zachary,Carrejo,Purchase,70,UTEP Commencement 2,6,VIP
Cia,Martin,Purchase,22,UTEP Basketball 9,1,GA
Angel,Bautista,Purchase,71,UTEP Commencement 3,5,Silver
Ana,Rodriguez,Purchase,18,UTEP Basketball 5,5,Gold
Denisse,Loya,Purchase,87,Miner Food & Brew Festival,3,GA
Juan,Reyes,Purchase,33,UTEP Basketball 20,2,VIP
Ares,Salazar,Purchase,2,UTEP Football 2,5,Silver
Deep,Learning,Purchase,46,UTEP Wind Symphony 2,2,Gold
Kid,Rock,Purchase,98,UTEP Miners vs. FIU (Football),1,Gold
Isai,Nino Morales,Purchase,50,UTEP Wind Symphony 6,1,Gold
Luis,Armado,Purchase,113,UTEP Miners vs. UAB (Football),4,Bronze
Thiaxi,Melendez Cepeda,Purchase,27,UTEP Basketball 14,2,Silver
Patty,Martinez,Purchase,18,UTEP Basketball 5,5,Gold
Alejandro,Solano,Purchase,22,UTEP Basketball 9,4,Gold
Peter,Pan,Purchase,91,Bruno Mars 24K Magic Live,5,Bronze
Ridley,Dean,Purchase,49,UTEP Wind Symphony 5,4,Bronze
Belle,Disney,Purchase,69,UTEP Commencement 1,4,Bronze
James,Harden,Purchase,61,RBD Live,1,GA
Angel,Bautista,Purchase,115,UTEP Miner Film Fest,2,Gold
Belle,Disney,Purchase,112,Imagine Dragons Live,4,GA
Vera,Wang,Purchase,15,UTEP Basketball 2,3,Gold
Daniel,Cardenas,Purchase,52,UTEP Wind Symphony 8,6,Bronze
Patty,Martinez,Purchase,38,UTEP Basketball 25,2,Gold
Vera,Wang,Purchase,24,UTEP Basketball 11,6,GA
Kevin,Ayala Vilchis,Purchase,106,UTEP Alumni Band Reunion Concert,5,Gold
Isaiah,Johnson,Purchase,90,UTEP Cultural Arts Festival,2,GA
Urvi,Beltran,Purchase,111,UTEP Miner Farmers Market,6,GA
Daniel,Montellano Pinon,Purchase,41,UTEP Basketball 28,1,VIP
Avery,Whittman,Purchase,16,UTEP Basketball 3,3,Bronze
Russel,Westbrook,Purchase,66,Coachella 2,5,GA
Quasimodo,Disney,Purchase,97,Grupo Frontera Tour 2026,5,Gold
Lucas,Esquivel,Purchase,120,Miner Philharmonic Strings,4,Bronze
Zachary,Carrejo,Purchase,91,Bruno Mars 24K Magic Live,6,Silver
Jasmine,Disney,Purchase,99,Ed Sheeran Mathematics Tour,6,Bronze
Isaiah,Johnson,Purchase,75,EDC,2,Gold
Luis,Miguel,Purchase,65,Coachella 1,3,GA
Emily,Fernandez,Purchase,119,UTEP Miners vs. UT Arlington (Basketball),4,Silver
Jafar,Aladdin,Purchase,46,UTEP Wind Symphony 2,6,Bronze
Kid,Cuddi,Purchase,53,UTEP Wind Symphony 9,2,GA
Luis,Zepeda-Rodriguez,Purchase,2,UTEP Football 2,1,Silver
Ximena,Apodaca,Purchase,102,UTEP Spring Carnival,1,VIP
Stephen,Curry,Purchase,78,UTEP Miners vs. NMSU Aggies (Football),5,GA
Juan,Reyes,Purchase,61,RBD Live,5,Silver
Hercules,Disney,Purchase,71,UTEP Commencement 3,1,Gold
Alondra,Gonzalez,Purchase,56,UTEP Wind Symphony 12,1,GA
Draymond,Green,Purchase,117,Metallica M72 World Tour,6,GA
Urvi,Beltran,Purchase,110,Banda MS Tour 2026,3,Gold
Emiliano,Garcia,Purchase,1,UTEP Football 1,6,GA
Daniel,Montellano Pinon,Purchase,104,UTEP Miners vs. Liberty (Football),5,VIP
Brenden,Ucol,Purchase,89,UTEP Miners Volleyball vs. Rice,4,VIP
Emilio,Rojero,Purchase,15,UTEP Basketball 2,3,VIP
Quasimodo,Disney,Purchase,108,Miner Summer Bash,6,Bronze
Sports,Fan,Purchase,101,UTEP Miners vs. Western Kentucky (Basketball),5,Silver
Peter,Pan,Purchase,88,Coldplay: Viva La Vida Tour,5,Silver
JohnMichael,Betancourt,Purchase,57,Taylor Swift Live,6,VIP
Alondra,Mariscal,Purchase,118,UTEP Tech Expo,1,Silver
Klay,Thompson,Purchase,120,Miner Philharmonic Strings,3,GA
Emilio,Rojero,Purchase,49,UTEP Wind Symphony 5,3,Silver
Emmanuel,Barraza-Villa,Purchase,65,Coachella 1,2,GA
Emiliano,Garcia,Purchase,112,Imagine Dragons Live,2,GA
Ares,Salazar,Purchase,83,UTEP Fiesta Latina,2,GA
Simba,King,Purchase,47,UTEP Wind Symphony 3,6,Silver
Luis,Miguel,Purchase,43,UTEP Basketball 30,4,Gold
Jason,Durulo,Purchase,83,UTEP Fiesta Latina,4,GA
Scar,Lion,Purchase,87,Miner Food & Brew Festival,6,Gold
Prince,Eric,Purchase,72,UTEP Commencement 3,4,Silver
Julieta,Rodriguez,Purchase,65,Coachella 1,2,VIP
Alireza,Nouri,Purchase,104,UTEP Miners vs. Liberty (Football),1,GA
Julieta,Rodriguez,Purchase,10,UTEP Football 10,4,Gold
Isabela,Gaytan,Purchase,63,Shakira Live,2,Gold
Matthieu,Enriquez,Purchase,84,Miner Choir Holiday Gala,1,Bronze
Luis,Armado,Purchase,75,EDC,6,GA
Gabriel,Tovar,Purchase,26,UTEP Basketball 13,6,GA
Chip,Disney,Purchase,27,UTEP Basketball 14,6,GA
Patty,Martinez,Purchase,62,Olivia Rodrigo Live,2,VIP
Francisco,Garcia,Purchase,114,Shakira World Tour 2026,5,GA
Water,Bottle,Purchase,76,Lollapallooza,3,Bronze
Brian,Casio Iracheta,Purchase,59,Bad Bunny Live,6,VIP
Evil,Queen,Purchase,46,UTEP Wind Symphony 2,1,VIP
Scar,Lion,Purchase,12,UTEP Football 12,4,Bronze
Minnie,Mouse,Purchase,1,UTEP Football 1,6,Silver
Fatima,Ortiz,Purchase,77,UTEP Symphony Spring Concert,5,Gold
Alondra,Mariscal,Purchase,93,Miner Fest 2026,2,GA
Mulan,Disney,Purchase,48,UTEP Wind Symphony 4,4,Gold
Prince,Eric,Purchase,64,Justin Timberlake Live,4,Gold
Buzz,Lightyear,Purchase,17,UTEP Basketball 4,4,Bronze
Evil,Queen,Purchase,57,Taylor Swift Live,2,Bronze
Ursela,Mermaid,Purchase,69,UTEP Commencement 1,2,Bronze
Sports,Fan,Purchase,3,UTEP Football 3,6,Silver
Jonathan,Gomez,Purchase,32,UTEP Basketball 19,4,Gold
Kid,Rock,Purchase,72,UTEP Commencement 3,1,VIP
Gabriel,Tovar,Purchase,69,UTEP Commencement 1,4,Bronze
Ana,Rodriguez,Purchase,41,UTEP Basketball 28,1,Gold
Jason,Ortiz,Purchase,56,UTEP Wind Symphony 12,4,VIP
First,Last,Purchase,113,UTEP Miners vs. UAB (Football),5,Gold
Daniel,Reyes,Purchase,27,UTEP Basketball 14,1,Gold
Martha,Rios-Lozano,Purchase,94,Post Malone World Tour,1,Silver
David,Bai,Purchase,6,UTEP Football 6,2,Gold
Maurizio,Gonzalez,Purchase,32,UTEP Basketball 19,3,Silver
Malachi,Rosas,Purchase,58,Drake Live,3,Bronze
Emmanuel,Barraza-Villa,Purchase,6,UTEP Football 6,2,Gold
Daniela,Molina-Najera,Purchase,25,UTEP Basketball 12,3,Bronze
Gabriel,Tovar,Purchase,117,Metallica M72 World Tour,4,Bronze
Patty,Martinez,Purchase,81,UTEP Jazz Ensemble Night,6,Gold
Klay,Thompson,Purchase,87,Miner Food & Brew Festival,5,Silver
Urvi,Beltran,Purchase,13,UTEP Football 13,5,VIP
Avery,Whittman,Purchase,94,Post Malone World Tour,6,Gold
Jason,Ortiz,Purchase,40,UTEP Basketball 27,3,VIP
Fernando,Vargas,Purchase,94,Post Malone World Tour,2,Gold
Isaiah,Johnson,Purchase,10,UTEP Football 10,3,Bronze
Cruella,DeVil,Purchase,15,UTEP Basketball 2,2,Gold
Dak,Prescot,Purchase,20,UTEP Basketball 7,5,VIP
Lilo,Disney,Purchase,114,Shakira World Tour 2026,2,Bronze
Caelyn,Campos,Purchase,46,UTEP Wind Symphony 2,1,Gold
Armando,Levario Alvarez,Purchase,98,UTEP Miners vs. FIU (Football),3,VIP
Random,Name,Purchase,83,UTEP Fiesta Latina,3,GA
Cindy,Zhu,Purchase,69,UTEP Commencement 1,4,VIP
Daniel,Reyes,Purchase,21,UTEP Basketball 8,1,Bronze
Sabina,Sosa,Purchase,35,UTEP Basketball 22,4,Silver
Sebastian,Marquez,Purchase,52,UTEP Wind Symphony 8,2,GA
Prince,Eric,Purchase,24,UTEP Basketball 11,6,GA
Ridley,Dean,Purchase,106,UTEP Alumni Band Reunion Concert,2,Bronze
Cindy,Zhu,Purchase,53,UTEP Wind Symphony 9,1,VIP
Armando,Levario Alvarez,Purchase,26,UTEP Basketball 13,4,Silver
Evil,Queen,Purchase,71,UTEP Commencement 3,1,Silver
Kid,Cuddi,Purchase,117,Metallica M72 World Tour,5,Bronze
Brian,Casio Iracheta,Purchase,80,UTEP Spring Music Fest,1,Gold
Eugenio,Fernandez,Purchase,54,UTEP Wind Symphony 10,2,Silver
Emmanuel,Barraza-Villa,Purchase,46,UTEP Wind Symphony 2,3,Silver
Alireza,Nouri,Purchase,34,UTEP Basketball 21,1,Bronze
Christina,Perez,Purchase,79,Gloria Trevi Live in El Paso,4,GA
Woody,Disney,Purchase,33,UTEP Basketball 20,2,GA
Isabel,Quinones,Purchase,31,UTEP Basketball 18,1,GA
Carlo,Alonso,Purchase,57,Taylor Swift Live,1,Silver
Jonus,Ronquillo,Purchase,39,UTEP Basketball 26,6,Bronze
Adan,Zamorano,Purchase,66,Coachella 2,3,Silver
Ursela,Mermaid,Purchase,39,UTEP Basketball 26,2,Gold
Eloy,Perez Quinones,Purchase,67,ACL,4,GA
Evelyn,Fang,Purchase,77,UTEP Symphony Spring Concert,5,GA
Klay,Thompson,Purchase,58,Drake Live,2,Gold
Chip,Disney,Purchase,106,UTEP Alumni Band Reunion Concert,3,Bronze
Estefania,Fernadez,Purchase,81,UTEP Jazz Ensemble Night,5,GA
Maurizio,Gonzalez,Purchase,109,UTEP Miners vs. New Mexico (Basketball),4,Silver
Lebron,James,Purchase,12,UTEP Football 12,3,Silver
Alan,Villamil Cabrera,Purchase,24,UTEP Basketball 11,5,GA
Fernando,Vargas,Purchase,32,UTEP Basketball 19,6,VIP
Henry,Ng,Purchase,62,Olivia Rodrigo Live,4,Silver
Minnie,Mouse,Purchase,118,UTEP Tech Expo,2,Gold
Isabel,Quinones,Purchase,62,Olivia Rodrigo Live,6,Bronze
Evelyn,Fang,Purchase,67,ACL,5,GA
Cia,Martin,Purchase,15,UTEP Basketball 2,6,VIP
Jasmine,Disney,Purchase,71,UTEP Commencement 3,3,VIP
Lebron,James,Purchase,22,UTEP Basketball 9,3,Silver
Machine,Learning,Purchase,97,Grupo Frontera Tour 2026,3,VIP
Daniel,Cardenas,Purchase,8,UTEP Football 8,2,Silver
Evil,Queen,Purchase,113,UTEP Miners vs. UAB (Football),2,Bronze
JohnMichael,Betancourt,Purchase,77,UTEP Symphony Spring Concert,6,Gold
Cindy,Zhu,Purchase,32,UTEP Basketball 19,1,Gold
Goofy,Disney,Purchase,88,Coldplay: Viva La Vida Tour,3,VIP
Alondra,Gonzalez,Purchase,105,Miner Lights Winter Fest,4,Silver
Carlos,Rappa,Purchase,84,Miner Choir Holiday Gala,6,Gold
Machine,Learning,Purchase,107,The Weeknd: After Hours Til Dawn Tour,2,GA
Fatima,Ortiz,Purchase,100,UTEP Miner Cook-Off,5,Gold
Alireza,Nouri,Purchase,6,UTEP Football 6,2,Gold
Kaa,Disney,Purchase,53,UTEP Wind Symphony 9,4,Gold
Isai,Nino Morales,Purchase,70,UTEP Commencement 2,1,GA
Caelyn,Campos,Purchase,2,UTEP Football 2,4,Bronze
Vera,Wang,Purchase,25,UTEP Basketball 12,3,GA
Emmanuel,Barraza-Villa,Purchase,114,Shakira World Tour 2026,4,GA
Zachary,Carrejo,Purchase,99,Ed Sheeran Mathematics Tour,6,VIP
Juan,Reyes,Purchase,23,UTEP Basketball 10,3,Gold
Andrea,Villa,Purchase,68,Minerpalooza,3,Gold
Alondra,Gonzalez,Purchase,103,Maná México Lindo Tour,5,Gold
Emily,Fernandez,Purchase,88,Coldplay: Viva La Vida Tour,4,GA
Emiliano,Garcia,Purchase,45,UTEP Wind Symphony 1,1,Gold
Alireza,Nouri,Purchase,93,Miner Fest 2026,4,Bronze
Pablo,Escobar,Purchase,106,UTEP Alumni Band Reunion Concert,6,Bronze
Sam,Alderete,Purchase,104,UTEP Miners vs. Liberty (Football),1,Bronze
Oliver,Garcia Camarena,Purchase,40,UTEP Basketball 27,5,Bronze
Pluto,Disney,Purchase,8,UTEP Football 8,6,VIP
Emily,Fernandez,Purchase,57,Taylor Swift Live,4,GA
Henry,Ng,Purchase,59,Bad Bunny Live,1,Bronze
Minnie,Mouse,Purchase,49,UTEP Wind Symphony 5,4,VIP
Carlos,Rappa,Purchase,106,UTEP Alumni Band Reunion Concert,6,Silver
Arturo,Flores,Purchase,87,Miner Food & Brew Festival,4,Gold
Diego,Sanchez,Purchase,114,Shakira World Tour 2026,1,Silver
Cindy,Zhu,Purchase,107,The Weeknd: After Hours Til Dawn Tour,6,GA
Jason,Ortiz,Purchase,64,Justin Timberlake Live,3,VIP
Anthony,Casillas,Purchase,19,UTEP Basketball 6,5,Silver
Luis,Miguel,Purchase,116,UTEP Miners Women’s Soccer vs. NMSU,3,VIP
Machine,Learning,Purchase,86,Los Ángeles Azules en Concierto,4,GA
Miguel,Renteria,Purchase,96,UTEP Miner Pride Week,2,Bronze
Anisa,Hyder,Purchase,60,Karol G Live,6,Bronze
Malachi,Rosas,Purchase,91,Bruno Mars 24K Magic Live,1,Bronze
Russel,Westbrook,Purchase,31,UTEP Basketball 18,6,GA
Alondra,Mariscal,Purchase,59,Bad Bunny Live,6,Gold
Armando,Levario Alvarez,Purchase,63,Shakira Live,6,Silver
David,Bai,Purchase,107,The Weeknd: After Hours Til Dawn Tour,1,Gold
Ursela,Mermaid,Purchase,84,Miner Choir Holiday Gala,5,Bronze
Beast,Disney,Purchase,84,Miner Choir Holiday Gala,4,GA
Emiliano,Garcia,Purchase,41,UTEP Basketball 28,1,Bronze
Carlos,Rappa,Purchase,121,Miner Holiday Market,1,GA
Mufassa,Disney,Purchase,9,UTEP Football 9,6,GA
Avery,Whittman,Purchase,35,UTEP Basketball 22,3,Silver
Sports,Fan,Purchase,9,UTEP Football 9,6,Gold
Daniel,Morales,Purchase,92,UTEP Miners vs. SMU (Football),6,Gold
Simba,King,Purchase,57,Taylor Swift Live,3,GA
Sebastian,Marquez,Purchase,51,UTEP Wind Symphony 7,1,Gold
Brian,Casio Iracheta,Purchase,45,UTEP Wind Symphony 1,3,Gold
Caelyn,Campos,Purchase,31,UTEP Basketball 18,5,VIP
Mickey,Mouse,Purchase,60,Karol G Live,4,Silver
Carlos,Rappa,Purchase,2,UTEP Football 2,5,Bronze
Belle,Disney,Purchase,5,UTEP Football 5,3,Gold
Alan,Villamil Cabrera,Purchase,37,UTEP Basketball 24,3,GA
Jason,Ortiz,Purchase,39,UTEP Basketball 26,5,Silver
George,Lopez,Purchase,49,UTEP Wind Symphony 5,5,VIP
David,Bai,Purchase,24,UTEP Basketball 11,6,VIP
David,Bai,Purchase,88,Coldplay: Viva La Vida Tour,6,Silver
Goofy,Disney,Purchase,35,UTEP Basketball 22,2,VIP
Evil,Queen,Purchase,57,Taylor Swift Live,2,GA
Victoria,Lopez,Purchase,121,Miner Holiday Market,3,Bronze
Daniel,Mejia,Purchase,11,UTEP Football 11,1,Bronze
Random,Name,Purchase,89,UTEP Miners Volleyball vs. Rice,4,Bronze
Anisa,Hyder,Purchase,117,Metallica M72 World Tour,4,Gold
Alondra,Mariscal,Purchase,114,Shakira World Tour 2026,3,Bronze
Dale,Disney,Purchase,121,Miner Holiday Market,3,Gold
Jairo,Ruvalcaba,Purchase,15,UTEP Basketball 2,5,Silver
Jonathan,Gomez,Purchase,48,UTEP Wind Symphony 4,3,GA
Alireza,Nouri,Purchase,9,UTEP Football 9,6,Bronze
Gael,Argumedo,Purchase,118,UTEP Tech Expo,4,Bronze
Evil,Queen,Purchase,104,UTEP Miners vs. Liberty (Football),5,Bronze
Fatima,Ortiz,Purchase,67,ACL,1,GA
Goofy,Disney,Purchase,65,Coachella 1,6,Silver
